Age,Gender,Location,EducationLevel,ClickThroughRate,Impressions,EngagementTime,BounceRate,AdType,ContentTopic,AdSize,PurchaseHistory,BrowsingBehavior,SiteNavigationPatterns,TimeOfDay,DeviceUsed,InternetBrowser
60,Male,Birmingham,Secondary,0.32885323381140785,9755,124,0.37787741497387417,Image,Sports,Medium,Medium,Rare,Complex,Night,Mobile,Firefox
46,Male,Birmingham,Post-secondary,0.6009327870197562,6634,84,0.6396520657272593,Image,Technology,Large,None,Frequent,Moderate,Afternoon,Tablet,Chrome
42,Female,Leeds,Secondary,0.31599015604044445,7594,199,0.7761543873400968,Text,Food,Small,None,Frequent,Complex,Evening,Mobile,Opera
36,Female,Leeds,Secondary,0.7687358689747713,2169,69,0.08470299481994203,Image,Technology,Medium,None,Frequent,Complex,Afternoon,Desktop,Safari
21,Other,Manchester,Secondary,0.09067076824664133,2567,161,0.3824786766727726,Video,Technology,Large,High,Moderate,Moderate,Morning,Tablet,Safari
62,Other,Glasgow,Secondary,0.3247858577376286,2383,233,0.9777751801591924,Image,Travel,Large,Medium,Frequent,Complex,Afternoon,Mobile,Opera
37,Female,Leeds,Secondary,0.6691931285020627,1407,108,0.0023095960563236373,Image,Sports,Large,High,Moderate,Simple,Evening,Desktop,Opera
63,Female,Birmingham,Post-secondary,0.60293211047753,9204,243,0.458911006771472,Video,Sports,Small,Low,Frequent,Complex,Afternoon,Desktop,Safari
18,Female,Leeds,Secondary,0.11951561836705538,1138,191,0.46890955585361926,Text,Travel,Small,High,Moderate,Complex,Afternoon,Tablet,Opera
28,Female,Manchester,Secondary,0.4394734931348375,8841,231,0.8237215576042124,Text,Technology,Large,Low,Rare,Moderate,Afternoon,Mobile,Opera
21,Male,Leeds,Secondary,0.30922146287453667,4615,50,0.29022690681057284,Image,Technology,Medium,None,Moderate,Complex,Morning,Tablet,Opera
24,Female,Birmingham,Post-secondary,0.6318704323147726,427,168,0.7760306496963074,Video,Food,Large,Medium,Rare,Moderate,Morning,Desktop,Edge
45,Other,Leeds,Secondary,0.12987027957280362,414,58,0.0022002225633626082,Image,Sports,Small,None,Frequent,Moderate,Evening,Desktop,Safari
53,Male,Leeds,Secondary,0.6705659229837077,2076,210,0.49075001776479965,Image,Food,Small,Low,Frequent,Complex,Afternoon,Mobile,Chrome
24,Female,Glasgow,Post-secondary,0.46383253126978974,3751,212,0.31932048829826776,Text,Food,Small,Low,Frequent,Moderate,Morning,Tablet,Firefox
37,Other,Glasgow,Post-secondary,0.274889987919257,9167,247,0.8081555296908779,Image,Sports,Large,None,Moderate,Moderate,Evening,Mobile,Firefox
52,Male,Manchester,Post-secondary,0.7474439936640761,9781,241,0.40294727879233805,Video,Food,Large,None,Rare,Simple,Morning,Mobile,Edge
56,Female,Manchester,Post-secondary,0.1879098553132461,5068,224,0.06987841961235586,Video,Sports,Medium,High,Moderate,Simple,Evening,Tablet,Opera
38,Female,Leeds,Secondary,0.1522379385630518,5088,271,0.7083869649641183,Text,Technology,Medium,None,Frequent,Simple,Afternoon,Mobile,Safari
61,Female,Glasgow,Secondary,0.015355936564545813,4505,200,0.013222987540227105,Text,Technology,Medium,Low,Rare,Moderate,Afternoon,Tablet,Safari
18,Female,Glasgow,Secondary,0.861300356312702,6536,173,0.33441653958059947,Image,Fashion,Small,Medium,Frequent,Moderate,Night,Tablet,Chrome
54,Male,Leeds,Secondary,0.49236554071343774,4168,296,0.4983299977548057,Video,Food,Medium,Low,Rare,Moderate,Night,Mobile,Edge
63,Other,Glasgow,Secondary,0.5167156093215455,7477,161,0.7417424111095788,Video,Food,Large,Medium,Frequent,Simple,Night,Mobile,Opera
59,Female,London,Secondary,0.11476261670583532,5132,190,0.3130639129209539,Video,Sports,Small,Medium,Moderate,Simple,Evening,Mobile,Firefox
20,Male,Birmingham,Secondary,0.10777613604762737,6609,86,0.10409745447219276,Image,Food,Medium,High,Frequent,Complex,Afternoon,Desktop,Opera
51,Male,London,Secondary,0.33378340489470293,5644,74,0.8252565367774767,Text,Fashion,Large,None,Frequent,Complex,Night,Desktop,Firefox
30,Other,London,Post-secondary,0.5162306440186114,9015,230,0.009822662159334805,Video,Travel,Small,High,Rare,Complex,Night,Tablet,Edge
33,Male,London,Secondary,0.7008722190433495,387,240,0.873131132451127,Image,Travel,Small,Medium,Rare,Simple,Morning,Mobile,Edge
51,Male,Glasgow,Secondary,0.4992703565129284,7866,266,0.10649753914801685,Image,Technology,Small,Low,Frequent,Simple,Afternoon,Mobile,Edge
41,Other,Leeds,Post-secondary,0.8315584310390406,3536,285,0.1257009545485852,Image,Fashion,Small,Low,Frequent,Complex,Evening,Mobile,Chrome
30,Male,Manchester,Secondary,0.37739233174698905,612,244,0.16622886434189632,Image,Technology,Small,None,Frequent,Moderate,Night,Desktop,Chrome
23,Male,Birmingham,Post-secondary,0.028087991954701463,4428,18,0.1483430094763435,Text,Sports,Large,Medium,Frequent,Complex,Afternoon,Mobile,Opera
56,Other,Birmingham,Secondary,0.42615227502611275,2345,156,0.794779051746132,Video,Travel,Medium,Low,Frequent,Simple,Night,Tablet,Chrome
19,Male,London,Post-secondary,0.08500262931736602,1084,208,0.8109813644624532,Video,Sports,Medium,Low,Frequent,Simple,Night,Desktop,Chrome
28,Other,Manchester,Secondary,0.3220544273636916,9252,178,0.1694679865670896,Video,Fashion,Medium,None,Moderate,Complex,Afternoon,Desktop,Safari
24,Female,Leeds,Secondary,0.9851546831184075,1413,240,0.11251762066662319,Text,Technology,Medium,None,Rare,Moderate,Night,Tablet,Opera
24,Female,Manchester,Post-secondary,0.8573542571210433,8710,199,0.5724806300854771,Image,Technology,Large,High,Rare,Complex,Morning,Desktop,Safari
56,Female,Manchester,Secondary,0.23645571315893898,6788,12,0.6997069573566683,Video,Food,Large,Medium,Frequent,Simple,Morning,Tablet,Firefox
56,Female,Birmingham,Secondary,0.3759624313127088,3490,148,0.5590398575042429,Text,Fashion,Large,Medium,Rare,Moderate,Morning,Tablet,Safari
29,Male,Glasgow,Post-secondary,0.43116513094431075,1938,128,0.027689866481070413,Text,Fashion,Large,None,Frequent,Complex,Morning,Desktop,Chrome
39,Female,London,Post-secondary,0.7638683777001858,8476,47,0.7660882525012015,Image,Technology,Large,None,Rare,Complex,Afternoon,Mobile,Edge
20,Other,Glasgow,Secondary,0.03345712782056509,2179,235,0.7141902159345912,Video,Sports,Large,High,Moderate,Moderate,Evening,Tablet,Chrome
30,Other,Birmingham,Secondary,0.038622770027903375,1716,246,0.7172595751999199,Video,Food,Medium,Medium,Rare,Simple,Evening,Mobile,Opera
47,Other,Manchester,Secondary,0.11711786752871545,298,162,0.20721322897390593,Image,Technology,Large,Medium,Rare,Complex,Night,Mobile,Chrome
27,Other,London,Secondary,0.6283249825850742,6426,115,0.07028270768866407,Video,Travel,Medium,None,Frequent,Moderate,Night,Desktop,Edge
26,Female,Leeds,Post-secondary,0.4145466172444473,4376,36,0.9972844230304165,Text,Food,Large,None,Rare,Moderate,Morning,Tablet,Edge
23,Other,Leeds,Secondary,0.8489256287623339,9934,165,0.47779723258507945,Text,Food,Large,Low,Moderate,Complex,Night,Desktop,Opera
61,Female,Manchester,Secondary,0.28405789022783723,8084,106,0.7262427424605922,Text,Technology,Large,None,Rare,Moderate,Afternoon,Desktop,Chrome
19,Other,Glasgow,Secondary,0.4892520298094337,4631,21,0.09641737841206155,Text,Travel,Medium,Low,Rare,Simple,Afternoon,Desktop,Chrome
61,Other,Glasgow,Secondary,0.7067857215297443,570,164,0.504932263892491,Image,Food,Medium,None,Rare,Simple,Morning,Tablet,Safari
33,Female,London,Secondary,0.5452011971650093,7441,131,0.5040966585100232,Image,Sports,Medium,None,Moderate,Complex,Afternoon,Mobile,Firefox
30,Female,Birmingham,Post-secondary,0.31679997775695934,841,120,0.12285801341521918,Image,Technology,Large,High,Moderate,Moderate,Night,Mobile,Firefox
30,Male,Glasgow,Secondary,0.1525427686133508,6109,28,0.3516076447326538,Video,Sports,Medium,High,Moderate,Complex,Night,Desktop,Firefox
39,Male,Leeds,Post-secondary,0.5406034186244121,4660,222,0.8914633385597075,Image,Sports,Medium,None,Moderate,Moderate,Night,Tablet,Chrome
36,Male,Leeds,Secondary,0.14215650226214827,5880,288,0.6902149262036406,Text,Technology,Small,High,Frequent,Moderate,Afternoon,Desktop,Safari
43,Other,Leeds,Secondary,0.9393044596914456,8802,226,0.7316707998695561,Image,Sports,Small,High,Frequent,Complex,Evening,Desktop,Safari
31,Other,Glasgow,Post-secondary,0.5398906106106404,7878,284,0.8782887916325304,Video,Fashion,Medium,None,Frequent,Complex,Evening,Tablet,Firefox
48,Other,Manchester,Secondary,0.1749153048569262,2970,234,0.310285598925217,Text,Travel,Small,Low,Frequent,Complex,Evening,Mobile,Chrome
46,Male,Glasgow,Secondary,0.7206425469169074,7108,273,0.7899447026679757,Image,Travel,Small,Medium,Rare,Complex,Evening,Desktop,Firefox
62,Male,Glasgow,Secondary,0.10354719431977222,9813,168,0.09653872253725138,Text,Sports,Large,Medium,Frequent,Simple,Night,Mobile,Edge
59,Male,London,Secondary,0.7716447899740201,6036,197,0.57754873185332,Video,Travel,Small,Medium,Rare,Complex,Morning,Tablet,Safari
39,Other,Birmingham,Secondary,0.4572891110790437,4885,22,0.5341480763426564,Image,Food,Large,Low,Rare,Moderate,Morning,Tablet,Opera
24,Female,Glasgow,Post-secondary,0.13266195551253201,9283,60,0.43119220012039505,Image,Food,Small,High,Frequent,Complex,Afternoon,Tablet,Safari
54,Male,Glasgow,Secondary,0.037211036308801515,6585,289,0.20916915542355852,Text,Travel,Small,None,Moderate,Simple,Morning,Mobile,Safari
58,Female,Birmingham,Post-secondary,0.9933779936899051,7396,181,0.4275265143497434,Video,Fashion,Medium,Medium,Frequent,Simple,Evening,Mobile,Firefox
44,Other,Leeds,Secondary,0.2743682900876313,6819,135,0.8442831394456376,Image,Fashion,Large,None,Moderate,Moderate,Afternoon,Desktop,Chrome
48,Male,Birmingham,Post-secondary,0.9522486220717061,7093,296,0.7307033740886183,Image,Technology,Large,None,Rare,Complex,Morning,Mobile,Firefox
23,Other,Glasgow,Secondary,0.5018363367370507,4132,271,0.44060323284291525,Image,Technology,Small,Low,Rare,Moderate,Evening,Desktop,Firefox
33,Female,Manchester,Secondary,0.5030153839254815,1417,46,0.9675886809570229,Text,Food,Small,High,Rare,Moderate,Afternoon,Desktop,Chrome
55,Other,London,Secondary,0.0910697183721334,3808,77,0.7852919157053381,Video,Travel,Medium,Low,Frequent,Complex,Afternoon,Desktop,Firefox
55,Other,London,Secondary,0.950705818837975,8849,113,0.044260617815986336,Image,Sports,Large,Low,Frequent,Moderate,Morning,Desktop,Opera
49,Male,Birmingham,Secondary,0.7328958645500868,2138,31,0.7507365235749796,Video,Technology,Large,High,Moderate,Moderate,Afternoon,Tablet,Safari
50,Female,Birmingham,Post-secondary,0.5187278381595511,4628,215,0.7185377796671676,Image,Travel,Large,Medium,Moderate,Complex,Evening,Tablet,Opera
34,Male,Leeds,Secondary,0.12025713907388602,6285,153,0.04922065517688312,Video,Fashion,Medium,High,Moderate,Moderate,Evening,Desktop,Chrome
50,Other,London,Post-secondary,0.17567656948828547,4281,18,0.9265572656292239,Video,Travel,Medium,High,Frequent,Simple,Evening,Desktop,Chrome
28,Other,Birmingham,Secondary,0.43216660514178373,9924,19,0.46703886326741817,Video,Fashion,Small,None,Rare,Simple,Evening,Desktop,Edge
30,Female,Glasgow,Secondary,0.36225882073221694,8309,144,0.23912749795256893,Video,Technology,Small,Medium,Moderate,Moderate,Evening,Mobile,Firefox
47,Other,Glasgow,Secondary,0.5581380068713327,6782,191,0.44822579099730075,Image,Food,Medium,High,Moderate,Moderate,Morning,Mobile,Firefox
18,Male,Manchester,Secondary,0.07634397475720878,1039,269,0.8337804667900105,Video,Fashion,Large,None,Rare,Moderate,Afternoon,Mobile,Edge
47,Female,Manchester,Secondary,0.04034601931833981,5532,45,0.25050581957264073,Image,Travel,Medium,Medium,Moderate,Moderate,Evening,Mobile,Edge
44,Other,Birmingham,Secondary,0.5111030866900542,1709,53,0.9140927931572634,Image,Technology,Small,High,Rare,Complex,Evening,Tablet,Firefox
57,Male,Leeds,Secondary,0.028501380929072284,7055,167,0.06473980874783591,Video,Sports,Large,None,Frequent,Simple,Afternoon,Mobile,Firefox
40,Male,Leeds,Secondary,0.0595519540101761,9209,170,0.08935708417997279,Text,Technology,Medium,High,Rare,Moderate,Morning,Mobile,Firefox
37,Female,Leeds,Post-secondary,0.3763414581904063,7196,114,0.5993240584447508,Text,Technology,Small,High,Rare,Simple,Night,Mobile,Safari
23,Other,Leeds,Secondary,0.06177906973480196,2813,126,0.5097969550410226,Text,Food,Large,High,Rare,Simple,Morning,Tablet,Chrome
54,Male,London,Secondary,0.3854696266163501,6149,15,0.6715050795524558,Video,Food,Small,None,Rare,Simple,Night,Mobile,Safari
37,Female,Leeds,Secondary,0.24175051590943641,3286,52,0.04344592835359795,Image,Fashion,Small,None,Rare,Simple,Afternoon,Desktop,Opera
54,Male,Manchester,Secondary,0.18777029710908766,1596,28,0.26024236890642527,Video,Fashion,Medium,Medium,Moderate,Complex,Night,Tablet,Safari
23,Other,Manchester,Post-secondary,0.40467983148626285,5417,61,0.7031446813789685,Video,Fashion,Large,Medium,Rare,Moderate,Evening,Tablet,Opera
46,Male,London,Secondary,0.11990390563125708,810,171,0.3444015683259323,Text,Sports,Large,Medium,Frequent,Complex,Afternoon,Tablet,Safari
30,Other,Birmingham,Post-secondary,0.3496393671192708,9457,137,0.30465467301815063,Text,Food,Medium,Medium,Rare,Simple,Night,Tablet,Firefox
44,Male,Glasgow,Secondary,0.4348736293666029,5488,180,0.8197769629082461,Image,Travel,Medium,Medium,Rare,Simple,Afternoon,Desktop,Safari
37,Other,Manchester,Secondary,0.8300029469601379,5350,287,0.7960630618396903,Video,Food,Medium,High,Rare,Simple,Evening,Mobile,Safari
30,Male,Manchester,Post-secondary,0.9328061824822222,2744,204,0.7449909385957723,Text,Travel,Small,High,Rare,Moderate,Afternoon,Desktop,Opera
56,Male,London,Secondary,0.30833843446623255,7330,249,0.6276254160074924,Video,Sports,Small,High,Moderate,Simple,Night,Mobile,Safari
25,Female,Manchester,Secondary,0.2926420497404363,3930,248,0.9544051438839146,Video,Sports,Small,Low,Frequent,Complex,Morning,Desktop,Opera
34,Other,Glasgow,Secondary,0.5665182742712181,2167,95,0.02105699578930975,Image,Travel,Medium,High,Rare,Simple,Night,Mobile,Opera
47,Male,London,Post-secondary,0.13741442640032386,7098,30,0.1526430996134447,Image,Travel,Small,High,Moderate,Complex,Afternoon,Desktop,Edge
18,Female,Leeds,Post-secondary,0.34971218472805743,1655,25,0.4598882785460592,Image,Fashion,Large,Medium,Frequent,Complex,Afternoon,Mobile,Chrome
41,Male,Leeds,Post-secondary,0.05321637916190736,1759,164,0.2806898434562929,Text,Sports,Large,High,Moderate,Complex,Afternoon,Desktop,Safari
33,Female,Leeds,Secondary,0.3790681437821276,4581,252,0.2933593434137636,Image,Food,Small,Low,Frequent,Moderate,Afternoon,Tablet,Firefox
28,Male,Glasgow,Post-secondary,0.11415134572311048,9819,187,0.9802962659686755,Text,Travel,Large,None,Moderate,Simple,Morning,Tablet,Edge
21,Female,Birmingham,Secondary,0.561812911802296,5969,135,0.04422048482604102,Image,Fashion,Large,Low,Moderate,Simple,Afternoon,Desktop,Opera
21,Other,Manchester,Secondary,0.6415937343956617,6215,137,0.02589787253935405,Video,Fashion,Small,Medium,Frequent,Complex,Morning,Desktop,Chrome
34,Male,Glasgow,Secondary,0.9870915366766958,1149,33,0.9351448554392382,Image,Sports,Small,None,Rare,Moderate,Night,Tablet,Safari
27,Other,Birmingham,Secondary,0.19513866225944,6037,274,0.1600900409900825,Image,Fashion,Small,Medium,Frequent,Moderate,Night,Mobile,Opera
38,Other,London,Secondary,0.2072021488024639,7797,30,0.042977282297856134,Video,Fashion,Medium,None,Moderate,Complex,Afternoon,Desktop,Edge
55,Female,Glasgow,Secondary,0.9474195185897651,5556,118,0.4585452791351088,Image,Technology,Large,Low,Frequent,Moderate,Night,Mobile,Edge
35,Other,London,Secondary,0.8646408384568184,5210,87,0.8818905703558266,Image,Travel,Large,Medium,Frequent,Moderate,Afternoon,Desktop,Firefox
27,Female,Birmingham,Secondary,0.6160540494372189,8371,27,0.3060647374697537,Text,Technology,Small,High,Frequent,Complex,Afternoon,Mobile,Safari
62,Female,Glasgow,Secondary,0.841407236750209,2147,114,0.932251450509713,Image,Food,Small,None,Moderate,Simple,Afternoon,Tablet,Chrome
33,Female,Manchester,Secondary,0.20969214472148845,6156,44,0.8652761532558224,Text,Technology,Medium,Medium,Moderate,Simple,Night,Desktop,Firefox
56,Female,Birmingham,Post-secondary,0.874028822863436,1877,150,0.2804178828106406,Image,Food,Medium,None,Rare,Complex,Evening,Desktop,Safari
32,Female,Manchester,Secondary,0.8673075096746405,8802,71,0.4354391922905647,Image,Food,Large,None,Moderate,Moderate,Evening,Mobile,Firefox
51,Male,London,Secondary,0.24811224848006264,3891,160,0.9237380669378205,Text,Sports,Small,High,Rare,Moderate,Evening,Desktop,Safari
22,Male,Manchester,Post-secondary,0.5083733142598797,4418,83,0.12328677894566675,Text,Technology,Large,Low,Moderate,Complex,Afternoon,Tablet,Edge
34,Other,Glasgow,Secondary,0.9297742638910044,6077,165,0.06189333649021944,Text,Sports,Large,High,Rare,Moderate,Evening,Desktop,Opera
54,Male,Glasgow,Secondary,0.6791499961674852,3938,124,0.18871960155232548,Image,Fashion,Small,Medium,Frequent,Simple,Night,Mobile,Chrome
25,Female,Leeds,Secondary,0.6605191053207405,3821,157,0.22562127335349302,Text,Sports,Small,High,Moderate,Complex,Night,Tablet,Firefox
41,Female,Manchester,Post-secondary,0.5597646005643659,3011,83,0.17938901303797283,Image,Technology,Large,Low,Rare,Simple,Night,Desktop,Edge
45,Male,Leeds,Post-secondary,0.2688315646932502,4359,19,0.03171206699919382,Text,Sports,Large,None,Moderate,Complex,Afternoon,Desktop,Firefox
64,Other,Birmingham,Secondary,0.9784153715112589,6701,241,0.717658926584083,Video,Travel,Medium,High,Rare,Complex,Evening,Tablet,Firefox
25,Other,London,Secondary,0.44750964562218287,7661,222,0.1619519462716279,Text,Travel,Medium,None,Frequent,Complex,Morning,Desktop,Firefox
40,Male,Birmingham,Post-secondary,0.31145009655296385,7371,92,0.4553889594119379,Image,Travel,Small,None,Moderate,Moderate,Morning,Desktop,Edge
52,Female,London,Post-secondary,0.7285807096817771,2929,270,0.12038835836937334,Image,Fashion,Large,High,Frequent,Simple,Afternoon,Mobile,Safari
48,Female,Manchester,Secondary,0.6077048132604675,8261,109,0.3655181108771812,Image,Technology,Medium,Medium,Frequent,Complex,Night,Mobile,Chrome
34,Other,Glasgow,Secondary,0.3422413082046126,9172,67,0.39746762521546375,Video,Technology,Small,None,Frequent,Moderate,Morning,Tablet,Firefox
45,Male,Manchester,Secondary,0.30379159085703733,4748,15,0.912985975781743,Video,Travel,Large,Low,Frequent,Complex,Morning,Desktop,Firefox
29,Female,London,Secondary,0.21450668516253235,5843,84,0.7053167555469795,Text,Travel,Small,High,Rare,Simple,Morning,Desktop,Opera
41,Other,Leeds,Secondary,0.07848643674025946,2255,265,0.9061421735797124,Video,Sports,Small,High,Moderate,Simple,Night,Tablet,Opera
32,Other,London,Secondary,0.6257109065192588,6896,260,0.48909633153699983,Video,Fashion,Large,Low,Frequent,Moderate,Evening,Mobile,Opera
57,Male,Leeds,Secondary,0.5056936381437552,7277,166,0.16934164939439944,Video,Fashion,Medium,Medium,Rare,Simple,Morning,Tablet,Chrome
48,Other,Birmingham,Secondary,0.23484841075284613,2420,207,0.40963324373303345,Image,Sports,Small,None,Rare,Moderate,Afternoon,Mobile,Opera
44,Female,Glasgow,Secondary,0.05512452558336267,4231,58,0.5936784880031222,Text,Travel,Large,High,Frequent,Simple,Night,Mobile,Chrome
52,Other,Birmingham,Secondary,0.0189010682637637,6569,167,0.5412451647452091,Video,Technology,Large,None,Rare,Simple,Morning,Tablet,Chrome
35,Other,Manchester,Secondary,0.7384959296651173,3145,180,0.8963054920058232,Image,Sports,Medium,None,Rare,Complex,Night,Tablet,Opera
53,Other,Leeds,Secondary,0.18825318915516998,3077,39,0.5923777962295912,Video,Fashion,Small,Low,Rare,Moderate,Morning,Mobile,Safari
25,Male,Leeds,Post-secondary,0.26664361938950665,9769,279,0.25663082129253956,Text,Travel,Medium,Medium,Moderate,Simple,Night,Desktop,Safari
63,Female,Birmingham,Secondary,0.01411219378059636,8766,10,0.952586329502329,Text,Food,Medium,Low,Moderate,Simple,Afternoon,Tablet,Safari
55,Other,Glasgow,Secondary,0.15063905483217888,4289,288,0.1739261682460993,Image,Sports,Small,High,Rare,Simple,Afternoon,Mobile,Safari
22,Male,Glasgow,Secondary,0.8744457175624959,2911,152,0.4764382645679125,Text,Travel,Large,None,Frequent,Complex,Evening,Desktop,Safari
31,Other,Birmingham,Secondary,0.24206083474245776,2578,122,0.8876505123498669,Image,Technology,Small,High,Frequent,Moderate,Evening,Mobile,Firefox
55,Female,Glasgow,Secondary,0.9539581984830721,9648,85,0.7099218407468287,Video,Food,Medium,High,Rare,Moderate,Night,Tablet,Safari
37,Other,Manchester,Secondary,0.16434683840013897,6663,104,0.5353824272656842,Image,Food,Large,High,Moderate,Simple,Morning,Tablet,Safari
61,Male,London,Secondary,0.25326145865964433,9105,144,0.6878280530757699,Text,Technology,Large,Medium,Rare,Complex,Evening,Mobile,Firefox
26,Other,Leeds,Secondary,0.8677099684769924,7135,244,0.43779349969085235,Video,Technology,Medium,Low,Frequent,Simple,Evening,Mobile,Safari
50,Other,Leeds,Secondary,0.42660833869182113,4969,298,0.3968058823780557,Text,Technology,Large,None,Moderate,Moderate,Night,Desktop,Edge
35,Other,Leeds,Post-secondary,0.26782893919360584,6157,43,0.6278380403773827,Video,Sports,Small,Medium,Frequent,Moderate,Evening,Tablet,Opera
23,Male,London,Post-secondary,0.6928137627201797,1469,275,0.7370082320879698,Image,Sports,Small,Low,Frequent,Complex,Afternoon,Mobile,Chrome
54,Other,Manchester,Post-secondary,0.05122840398223982,6426,208,0.9374602254239238,Image,Travel,Large,None,Rare,Simple,Morning,Tablet,Opera
19,Other,Birmingham,Secondary,0.8906051765785046,3517,271,0.8365455473234769,Video,Food,Medium,Medium,Moderate,Simple,Morning,Tablet,Firefox
47,Male,Glasgow,Secondary,0.8415615453566596,2448,220,0.960692506356329,Image,Food,Medium,High,Rare,Moderate,Night,Desktop,Edge
23,Male,Glasgow,Post-secondary,0.08579703513243586,8725,140,0.11588612336485049,Text,Food,Medium,Low,Frequent,Complex,Evening,Tablet,Firefox
34,Female,London,Secondary,0.7986187466244946,1805,220,0.9894734658470377,Video,Fashion,Medium,High,Moderate,Simple,Afternoon,Desktop,Opera
56,Male,Leeds,Secondary,0.9611704418831957,9270,93,0.20030178667017629,Text,Fashion,Large,None,Moderate,Simple,Night,Tablet,Firefox
58,Other,Glasgow,Secondary,0.49206961915489345,1070,150,0.08090392316204587,Video,Technology,Medium,Medium,Moderate,Complex,Afternoon,Mobile,Edge
40,Other,Birmingham,Post-secondary,0.5681533501260378,8223,277,0.6568105028490137,Text,Food,Medium,High,Moderate,Simple,Afternoon,Tablet,Opera
48,Male,Glasgow,Post-secondary,0.6797967402259275,5822,125,0.6734872878209013,Image,Travel,Large,High,Frequent,Moderate,Afternoon,Mobile,Safari
37,Female,Leeds,Secondary,0.266726943216011,184,289,0.9738222583623034,Text,Travel,Large,None,Frequent,Complex,Morning,Desktop,Opera
22,Male,Birmingham,Post-secondary,0.6496612589883748,2753,26,0.7710236857723949,Image,Travel,Large,None,Rare,Complex,Evening,Tablet,Edge
38,Female,Leeds,Secondary,0.4748675001029421,8233,215,0.39265833132593153,Text,Fashion,Small,Medium,Rare,Simple,Afternoon,Tablet,Opera
60,Male,Leeds,Post-secondary,0.40554180461357825,8486,16,0.600105413355775,Video,Fashion,Small,None,Rare,Moderate,Night,Desktop,Opera
28,Female,London,Secondary,0.9028015595875049,7367,221,0.6094543472509426,Text,Sports,Medium,High,Rare,Complex,Night,Desktop,Safari
21,Female,Leeds,Post-secondary,0.7979031099484839,6007,94,0.7654187354341299,Text,Food,Small,High,Rare,Complex,Night,Mobile,Chrome
40,Other,Birmingham,Secondary,0.9346076282036271,331,235,0.5810980377093661,Video,Food,Small,Medium,Rare,Complex,Morning,Mobile,Edge
55,Female,London,Secondary,0.8366518248871061,3465,20,0.38644067982498886,Image,Food,Medium,Medium,Rare,Simple,Evening,Tablet,Opera
47,Other,London,Secondary,0.041810601153301374,8559,298,0.6814581014047238,Text,Sports,Medium,Medium,Moderate,Complex,Night,Tablet,Firefox
59,Male,Birmingham,Secondary,0.6065293910758234,6875,102,0.24010150566343114,Text,Travel,Small,Low,Frequent,Simple,Afternoon,Mobile,Edge
58,Male,London,Secondary,0.6976368815154709,3974,26,0.34955124236813195,Video,Travel,Large,None,Rare,Simple,Evening,Desktop,Firefox
35,Male,Birmingham,Post-secondary,0.6648574757163,1789,82,0.07163112281980244,Video,Sports,Small,None,Frequent,Complex,Night,Mobile,Chrome
58,Male,Glasgow,Secondary,0.27195643475835074,2742,99,0.8162301680574803,Text,Sports,Small,None,Rare,Simple,Evening,Desktop,Edge
60,Male,London,Secondary,0.4256303514649916,462,89,0.07099909226299395,Video,Food,Large,Medium,Frequent,Complex,Night,Tablet,Firefox
48,Other,Glasgow,Secondary,0.03902913808359587,8024,160,0.2987968142454498,Image,Sports,Medium,High,Frequent,Moderate,Evening,Mobile,Edge
47,Male,London,Secondary,0.09409412769567327,6170,231,0.9256329124393534,Image,Food,Large,Medium,Moderate,Moderate,Night,Tablet,Safari
51,Female,Leeds,Post-secondary,0.5605119006191839,8183,98,0.5594096846025053,Text,Technology,Medium,Medium,Moderate,Complex,Morning,Mobile,Chrome
48,Other,Birmingham,Post-secondary,0.5824117644655802,9066,7,0.21787991962622655,Video,Food,Large,Low,Moderate,Simple,Evening,Tablet,Firefox
64,Female,Leeds,Secondary,0.2012292906236388,128,295,0.9928871654632269,Text,Technology,Small,Low,Rare,Moderate,Morning,Mobile,Chrome
55,Other,Glasgow,Post-secondary,0.44820272374154624,1219,248,0.8807294821624935,Image,Fashion,Small,None,Rare,Moderate,Night,Desktop,Chrome
42,Female,Birmingham,Secondary,0.47207725974866155,4020,78,0.06818027267230165,Image,Fashion,Medium,None,Rare,Moderate,Afternoon,Mobile,Safari
34,Other,Birmingham,Secondary,0.011336777535180254,6549,91,0.23028506233422363,Image,Food,Large,Medium,Moderate,Moderate,Night,Desktop,Firefox
53,Male,Glasgow,Secondary,0.14252078330249296,2248,194,0.6422605933113189,Image,Fashion,Large,None,Frequent,Moderate,Night,Tablet,Edge
57,Other,Birmingham,Secondary,0.6243000572826787,5251,102,0.1988031570029617,Image,Food,Small,Medium,Frequent,Simple,Afternoon,Mobile,Safari
47,Other,Birmingham,Secondary,0.9928201077976171,5285,160,0.5371779333788922,Text,Sports,Medium,None,Frequent,Simple,Afternoon,Desktop,Edge
19,Female,London,Post-secondary,0.6503917479374361,7164,108,0.16586076072046485,Image,Sports,Large,Medium,Rare,Moderate,Evening,Desktop,Firefox
41,Other,Manchester,Secondary,0.12021666718785995,200,95,0.6727055088706357,Text,Fashion,Small,High,Rare,Moderate,Evening,Desktop,Chrome
26,Other,Leeds,Post-secondary,0.8214402970991066,8495,106,0.5312361169926768,Image,Fashion,Medium,High,Rare,Moderate,Afternoon,Tablet,Edge
18,Male,Manchester,Post-secondary,0.43153772118158407,5699,121,0.9694322436001992,Video,Food,Large,None,Frequent,Moderate,Morning,Desktop,Safari
